Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper
12/03/2016,Oklahoma,OK,12.61,,17.31,Drug Overdose,2016,48,11.97,,16.47
12/10/2016,Oklahoma,OK,15.32,11.12,20.78,Drug Overdose,2016,49,13.04,,17.86
12/17/2016,Oklahoma,OK,13.24,,18.12,Drug Overdose,2016,50,13.28,,18.17
12/24/2016,Oklahoma,OK,13.01,,17.83,Drug Overdose,2016,51,13.54,,18.51
12/31/2016,Oklahoma,OK,16.90,12.35,22.78,Drug Overdose,2016,52,14.62,10.59,19.88
01/07/2017,Oklahoma,OK,14.52,10.51,19.76,Drug Overdose,2017,1,14.42,10.44,19.62
01/14/2017,Oklahoma,OK,13.87,10.01,18.92,Drug Overdose,2017,2,14.57,10.56,19.82
01/21/2017,Oklahoma,OK,18.51,13.60,24.80,Drug Overdose,2017,3,15.95,11.62,21.57
01/28/2017,Oklahoma,OK,14.33,10.36,19.51,Drug Overdose,2017,4,15.30,11.12,20.75
02/04/2017,Oklahoma,OK,16.14,11.76,21.82,Drug Overdose,2017,5,15.71,11.43,21.26
02/11/2017,Oklahoma,OK,17.53,12.84,23.58,Drug Overdose,2017,6,16.63,12.14,22.43
02/18/2017,Oklahoma,OK,15.52,11.28,21.04,Drug Overdose,2017,7,15.88,11.56,21.49
02/25/2017,Oklahoma,OK,12.71,,17.44,Drug Overdose,2017,8,15.48,11.25,20.97
03/04/2017,Oklahoma,OK,15.42,11.20,20.90,Drug Overdose,2017,9,15.30,11.11,20.74
03/11/2017,Oklahoma,OK,14.55,10.54,19.80,Drug Overdose,2017,10,14.55,10.54,19.80
03/18/2017,Oklahoma,OK,12.80,,17.55,Drug Overdose,2017,11,13.87,10.02,18.92
03/25/2017,Oklahoma,OK,16.26,11.85,21.98,Drug Overdose,2017,12,14.76,10.70,20.06
04/01/2017,Oklahoma,OK,15.08,10.94,20.48,Drug Overdose,2017,13,14.67,10.63,19.95
04/08/2017,Oklahoma,OK,14.61,10.58,19.88,Drug Overdose,2017,14,14.69,10.64,19.97
04/15/2017,Oklahoma,OK,13.70,,18.71,Drug Overdose,2017,15,14.91,10.82,20.26
04/22/2017,Oklahoma,OK,14.13,10.22,19.27,Drug Overdose,2017,16,14.38,10.41,19.58
04/29/2017,Oklahoma,OK,12.91,,17.69,Drug Overdose,2017,17,13.84,,18.89
05/06/2017,Oklahoma,OK,13.30,,18.19,Drug Overdose,2017,18,13.51,,18.47
05/13/2017,Oklahoma,OK,13.03,,17.84,Drug Overdose,2017,19,13.34,,18.25
05/20/2017,Oklahoma,OK,12.86,,17.63,Drug Overdose,2017,20,13.02,,17.84
05/27/2017,Oklahoma,OK,13.97,10.09,19.06,Drug Overdose,2017,21,13.29,,18.18
06/03/2017,Oklahoma,OK,12.33,,16.94,Drug Overdose,2017,22,13.05,,17.87
06/10/2017,Oklahoma,OK,16.27,11.86,21.99,Drug Overdose,2017,23,13.86,10.01,18.90
06/17/2017,Oklahoma,OK,15.76,11.47,21.34,Drug Overdose,2017,24,14.58,10.56,19.83
06/24/2017,Oklahoma,OK,13.09,,17.93,Drug Overdose,2017,25,14.36,10.40,19.55
07/01/2017,Oklahoma,OK,14.90,10.81,20.25,Drug Overdose,2017,26,15.01,10.89,20.38
07/08/2017,Oklahoma,OK,15.12,10.97,20.52,Drug Overdose,2017,27,14.72,10.67,20.01
07/15/2017,Oklahoma,OK,14.78,10.71,20.09,Drug Overdose,2017,28,14.47,10.48,19.70
07/22/2017,Oklahoma,OK,13.31,,18.20,Drug Overdose,2017,29,14.53,10.52,19.77
07/29/2017,Oklahoma,OK,14.55,10.54,19.81,Drug Overdose,2017,30,14.44,10.45,19.66
08/05/2017,Oklahoma,OK,12.80,,17.55,Drug Overdose,2017,31,13.86,10.01,18.91
08/12/2017,Oklahoma,OK,12.67,,17.39,Drug Overdose,2017,32,13.33,,18.24
08/19/2017,Oklahoma,OK,11.58,,15.97,Drug Overdose,2017,33,12.90,,17.68
08/26/2017,Oklahoma,OK,11.68,,16.10,Drug Overdose,2017,34,12.18,,16.75
09/02/2017,Oklahoma,OK,13.51,,18.46,Drug Overdose,2017,35,12.36,,16.98
09/09/2017,Oklahoma,OK,13.80,,18.84,Drug Overdose,2017,36,12.64,,17.34
09/16/2017,Oklahoma,OK,14.65,10.61,19.92,Drug Overdose,2017,37,13.41,,18.33
09/23/2017,Oklahoma,OK,12.55,,17.23,Drug Overdose,2017,38,13.63,,18.61
09/30/2017,Oklahoma,OK,11.39,,15.72,Drug Overdose,2017,39,13.10,,17.93
10/07/2017,Oklahoma,OK,11.97,,16.48,Drug Overdose,2017,40,12.64,,17.34
10/14/2017,Oklahoma,OK,12.00,,16.52,Drug Overdose,2017,41,11.98,,16.49
10/21/2017,Oklahoma,OK,10.88,,15.06,Drug Overdose,2017,42,11.56,,15.94
10/28/2017,Oklahoma,OK,14.08,10.17,19.20,Drug Overdose,2017,43,12.23,,16.81
11/04/2017,Oklahoma,OK,11.37,,15.69,Drug Overdose,2017,44,12.08,,16.62
11/11/2017,Oklahoma,OK,11.99,,16.50,Drug Overdose,2017,45,12.08,,16.61
11/18/2017,Oklahoma,OK,13.20,,18.07,Drug Overdose,2017,46,12.66,,17.36
11/25/2017,Oklahoma,OK,11.57,,15.96,Drug Overdose,2017,47,12.03,,16.56
12/02/2017,Oklahoma,OK,11.22,,15.51,Drug Overdose,2017,48,12.00,,16.51
12/09/2017,Oklahoma,OK,12.40,,17.04,Drug Overdose,2017,49,12.10,,16.64
12/16/2017,Oklahoma,OK,13.41,,18.34,Drug Overdose,2017,50,12.15,,16.71
12/23/2017,Oklahoma,OK,12.89,,17.67,Drug Overdose,2017,51,12.48,,17.14
12/30/2017,Oklahoma,OK,13.10,,17.94,Drug Overdose,2017,52,12.95,,17.74
01/06/2018,Oklahoma,OK,13.04,,17.86,Drug Overdose,2018,1,13.11,,17.95
01/13/2018,Oklahoma,OK,16.10,11.73,21.78,Drug Overdose,2018,2,13.78,,18.81
01/20/2018,Oklahoma,OK,13.51,,18.46,Drug Overdose,2018,3,13.94,10.07,19.01
01/27/2018,Oklahoma,OK,11.64,,16.05,Drug Overdose,2018,4,13.57,,18.54
02/03/2018,Oklahoma,OK,12.04,,16.57,Drug Overdose,2018,5,13.32,,18.22
02/10/2018,Oklahoma,OK,15.75,11.45,21.32,Drug Overdose,2018,6,13.23,,18.10
02/17/2018,Oklahoma,OK,13.20,,18.07,Drug Overdose,2018,7,13.16,,18.01
02/24/2018,Oklahoma,OK,11.22,,15.50,Drug Overdose,2018,8,13.05,,17.87
03/03/2018,Oklahoma,OK,12.72,,17.45,Drug Overdose,2018,9,13.22,,18.09
03/10/2018,Oklahoma,OK,14.94,10.84,20.30,Drug Overdose,2018,10,13.02,,17.83
03/17/2018,Oklahoma,OK,12.65,,17.36,Drug Overdose,2018,11,12.88,,17.65
03/24/2018,Oklahoma,OK,12.41,,17.05,Drug Overdose,2018,12,13.18,,18.04
03/31/2018,Oklahoma,OK,14.22,10.28,19.38,Drug Overdose,2018,13,13.56,,18.52
04/07/2018,Oklahoma,OK,14.19,10.26,19.34,Drug Overdose,2018,14,13.37,,18.28
04/14/2018,Oklahoma,OK,13.12,,17.96,Drug Overdose,2018,15,13.48,,18.43
04/21/2018,Oklahoma,OK,11.61,,16.01,Drug Overdose,2018,16,13.29,,18.17
04/28/2018,Oklahoma,OK,12.68,,17.40,Drug Overdose,2018,17,12.90,,17.68
05/05/2018,Oklahoma,OK,13.24,,18.12,Drug Overdose,2018,18,12.66,,17.37
05/12/2018,Oklahoma,OK,17.26,12.63,23.24,Drug Overdose,2018,19,13.70,,18.69
05/19/2018,Oklahoma,OK,14.63,10.59,19.90,Drug Overdose,2018,20,14.45,10.47,19.67
05/26/2018,Oklahoma,OK,13.12,,17.96,Drug Overdose,2018,21,14.56,10.55,19.81
06/02/2018,Oklahoma,OK,12.52,,17.19,Drug Overdose,2018,22,14.38,10.41,19.57
06/09/2018,Oklahoma,OK,16.78,12.26,22.63,Drug Overdose,2018,23,14.26,10.32,19.42
06/16/2018,Oklahoma,OK,10.83,,14.99,Drug Overdose,2018,24,13.31,,18.20
06/23/2018,Oklahoma,OK,14.09,10.18,19.21,Drug Overdose,2018,25,13.56,,18.51
06/30/2018,Oklahoma,OK,14.96,10.85,20.33,Drug Overdose,2018,26,14.17,10.25,19.29
07/07/2018,Oklahoma,OK,13.58,,18.55,Drug Overdose,2018,27,13.37,,18.27
07/14/2018,Oklahoma,OK,14.33,10.36,19.51,Drug Overdose,2018,28,14.24,10.30,19.40
07/21/2018,Oklahoma,OK,12.03,,16.56,Drug Overdose,2018,29,13.72,,18.74
07/28/2018,Oklahoma,OK,11.47,,15.83,Drug Overdose,2018,30,12.85,,17.61
08/04/2018,Oklahoma,OK,12.00,,16.52,Drug Overdose,2018,31,12.46,,17.11
08/11/2018,Oklahoma,OK,17.44,12.77,23.47,Drug Overdose,2018,32,13.24,,18.10
08/18/2018,Oklahoma,OK,12.64,,17.34,Drug Overdose,2018,33,13.39,,18.29
08/25/2018,Oklahoma,OK,10.44,,14.48,Drug Overdose,2018,34,13.13,,17.95
09/01/2018,Oklahoma,OK,13.55,,18.52,Drug Overdose,2018,35,13.52,,18.45
09/08/2018,Oklahoma,OK,14.71,10.66,20.00,Drug Overdose,2018,36,12.83,,17.59
09/15/2018,Oklahoma,OK,12.15,,16.72,Drug Overdose,2018,37,12.71,,17.43
09/22/2018,Oklahoma,OK,11.82,,16.29,Drug Overdose,2018,38,13.06,,17.88
09/29/2018,Oklahoma,OK,10.30,,14.30,Drug Overdose,2018,39,12.25,,16.83
10/06/2018,Oklahoma,OK,12.67,,17.39,Drug Overdose,2018,40,11.74,,16.17
10/13/2018,Oklahoma,OK,12.48,,17.14,Drug Overdose,2018,41,11.82,,16.28
10/20/2018,Oklahoma,OK,,,12.93,Drug Overdose,2018,42,11.18,,15.44
10/27/2018,Oklahoma,OK,11.33,,15.65,Drug Overdose,2018,43,11.44,,15.78
11/03/2018,Oklahoma,OK,15.09,10.95,20.49,Drug Overdose,2018,44,12.04,,16.55
11/10/2018,Oklahoma,OK,11.85,,16.32,Drug Overdose,2018,45,11.88,,16.35
11/17/2018,Oklahoma,OK,10.25,,14.24,Drug Overdose,2018,46,12.13,,16.68
11/24/2018,Oklahoma,OK,12.62,,17.32,Drug Overdose,2018,47,12.45,,17.09
12/01/2018,Oklahoma,OK,11.07,,15.32,Drug Overdose,2018,48,11.45,,15.80
12/08/2018,Oklahoma,OK,13.85,10.00,18.91,Drug Overdose,2018,49,11.95,,16.44
12/15/2018,Oklahoma,OK,11.34,,15.65,Drug Overdose,2018,50,12.22,,16.80
12/22/2018,Oklahoma,OK,11.28,,15.58,Drug Overdose,2018,51,11.89,,16.37
12/29/2018,Oklahoma,OK,11.97,,16.48,Drug Overdose,2018,52,12.11,,16.66
01/05/2019,Oklahoma,OK,11.33,,15.64,Drug Overdose,2019,1,11.48,,15.84
01/12/2019,Oklahoma,OK,11.51,,15.87,Drug Overdose,2019,2,11.52,,15.89
01/19/2019,Oklahoma,OK,10.93,,15.13,Drug Overdose,2019,3,11.43,,15.78
01/26/2019,Oklahoma,OK,12.38,,17.01,Drug Overdose,2019,4,11.54,,15.91
02/02/2019,Oklahoma,OK,10.67,,14.78,Drug Overdose,2019,5,11.37,,15.70
02/09/2019,Oklahoma,OK,11.97,,16.48,Drug Overdose,2019,6,11.49,,15.85
02/16/2019,Oklahoma,OK,11.37,,15.70,Drug Overdose,2019,7,11.60,,15.99
02/23/2019,Oklahoma,OK,11.03,,15.25,Drug Overdose,2019,8,11.26,,15.55
03/02/2019,Oklahoma,OK,13.30,,18.19,Drug Overdose,2019,9,11.92,,16.41
03/09/2019,Oklahoma,OK,12.75,,17.48,Drug Overdose,2019,10,12.11,,16.66
03/16/2019,Oklahoma,OK,12.23,,16.82,Drug Overdose,2019,11,12.33,,16.94
03/23/2019,Oklahoma,OK,13.13,,17.98,Drug Overdose,2019,12,12.85,,17.62
03/30/2019,Oklahoma,OK,,,12.94,Drug Overdose,2019,13,11.84,,16.30
04/06/2019,Oklahoma,OK,13.30,,18.20,Drug Overdose,2019,14,11.98,,16.48
04/13/2019,Oklahoma,OK,13.05,,17.88,Drug Overdose,2019,15,12.19,,16.75
04/20/2019,Oklahoma,OK,11.03,,15.26,Drug Overdose,2019,16,11.66,,16.07
04/27/2019,Oklahoma,OK,13.14,,17.99,Drug Overdose,2019,17,12.63,,17.33
05/04/2019,Oklahoma,OK,10.88,,15.05,Drug Overdose,2019,18,12.03,,16.55
05/11/2019,Oklahoma,OK,14.51,10.51,19.75,Drug Overdose,2019,19,12.39,,17.01
05/18/2019,Oklahoma,OK,15.32,11.13,20.79,Drug Overdose,2019,20,13.46,,18.40
05/25/2019,Oklahoma,OK,10.24,,14.22,Drug Overdose,2019,21,12.74,,17.45
06/01/2019,Oklahoma,OK,12.27,,16.87,Drug Overdose,2019,22,13.09,,17.91
06/08/2019,Oklahoma,OK,12.78,,17.52,Drug Overdose,2019,23,12.65,,17.35
06/15/2019,Oklahoma,OK,16.01,11.66,21.66,Drug Overdose,2019,24,12.83,,17.57
06/22/2019,Oklahoma,OK,11.24,,15.53,Drug Overdose,2019,25,13.08,,17.90
06/29/2019,Oklahoma,OK,13.35,,18.25,Drug Overdose,2019,26,13.34,,18.24
07/06/2019,Oklahoma,OK,15.79,11.49,21.38,Drug Overdose,2019,27,14.10,10.20,19.21
07/13/2019,Oklahoma,OK,12.59,,17.28,Drug Overdose,2019,28,13.24,,18.11
07/20/2019,Oklahoma,OK,11.81,,16.26,Drug Overdose,2019,29,13.38,,18.30
07/27/2019,Oklahoma,OK,11.33,,15.65,Drug Overdose,2019,30,12.88,,17.64
08/03/2019,Oklahoma,OK,11.30,,15.60,Drug Overdose,2019,31,11.76,,16.20
08/10/2019,Oklahoma,OK,15.25,11.07,20.69,Drug Overdose,2019,32,12.42,,17.05
08/17/2019,Oklahoma,OK,10.82,,14.97,Drug Overdose,2019,33,12.17,,16.73
08/24/2019,Oklahoma,OK,12.40,,17.03,Drug Overdose,2019,34,12.44,,17.07
08/31/2019,Oklahoma,OK,13.77,,18.80,Drug Overdose,2019,35,13.06,,17.87
09/07/2019,Oklahoma,OK,14.53,10.52,19.78,Drug Overdose,2019,36,12.88,,17.64
09/14/2019,Oklahoma,OK,16.80,12.27,22.66,Drug Overdose,2019,37,14.38,10.41,19.57
09/21/2019,Oklahoma,OK,13.24,,18.11,Drug Overdose,2019,38,14.58,10.57,19.84
09/28/2019,Oklahoma,OK,12.37,,17.00,Drug Overdose,2019,39,14.24,10.30,19.39
10/05/2019,Oklahoma,OK,13.88,10.02,18.94,Drug Overdose,2019,40,14.07,10.18,19.18
10/12/2019,Oklahoma,OK,12.09,,16.63,Drug Overdose,2019,41,12.90,,17.67
10/19/2019,Oklahoma,OK,13.29,,18.18,Drug Overdose,2019,42,12.91,,17.69
10/26/2019,Oklahoma,OK,12.77,,17.52,Drug Overdose,2019,43,13.01,,17.82
11/02/2019,Oklahoma,OK,13.50,,18.46,Drug Overdose,2019,44,12.91,,17.70
11/09/2019,Oklahoma,OK,15.55,11.30,21.07,Drug Overdose,2019,45,13.78,,18.80
11/16/2019,Oklahoma,OK,14.35,10.39,19.55,Drug Overdose,2019,46,14.04,10.15,19.15
11/23/2019,Oklahoma,OK,11.66,,16.08,Drug Overdose,2019,47,13.77,,18.79
11/30/2019,Oklahoma,OK,13.70,,18.71,Drug Overdose,2019,48,13.82,,18.85
12/07/2019,Oklahoma,OK,12.09,,16.63,Drug Overdose,2019,49,12.95,,17.74
12/14/2019,Oklahoma,OK,13.80,,18.83,Drug Overdose,2019,50,12.81,,17.56
12/21/2019,Oklahoma,OK,14.47,10.47,19.69,Drug Overdose,2019,51,13.51,,18.47
12/28/2019,Oklahoma,OK,12.52,,17.19,Drug Overdose,2019,52,13.22,,18.09
01/04/2020,Oklahoma,OK,14.04,10.14,19.14,Drug Overdose,2020,1,13.71,,18.71
01/11/2020,Oklahoma,OK,12.77,,17.51,Drug Overdose,2020,2,13.45,,18.38
01/18/2020,Oklahoma,OK,10.66,,14.77,Drug Overdose,2020,3,12.50,,17.15
01/25/2020,Oklahoma,OK,12.06,,16.59,Drug Overdose,2020,4,12.38,,17.00
02/01/2020,Oklahoma,OK,13.57,,18.54,Drug Overdose,2020,5,12.26,,16.85
02/08/2020,Oklahoma,OK,14.05,10.16,19.16,Drug Overdose,2020,6,12.59,,17.27
02/15/2020,Oklahoma,OK,13.38,,18.30,Drug Overdose,2020,7,13.26,,18.15
02/22/2020,Oklahoma,OK,12.31,,16.91,Drug Overdose,2020,8,13.33,,18.23
02/29/2020,Oklahoma,OK,12.54,,17.21,Drug Overdose,2020,9,13.07,,17.90
03/07/2020,Oklahoma,OK,15.89,11.57,21.50,Drug Overdose,2020,10,13.53,,18.48
03/14/2020,Oklahoma,OK,14.27,10.32,19.43,Drug Overdose,2020,11,13.75,,18.77
03/21/2020,Oklahoma,OK,16.81,12.28,22.67,Drug Overdose,2020,12,14.88,10.79,20.20
03/28/2020,Oklahoma,OK,17.28,12.64,23.25,Drug Overdose,2020,13,16.06,11.70,21.71
04/04/2020,Oklahoma,OK,15.03,10.90,20.41,Drug Overdose,2020,14,15.85,11.54,21.44
04/11/2020,Oklahoma,OK,16.97,12.40,22.86,Drug Overdose,2020,15,16.52,12.06,22.30
04/18/2020,Oklahoma,OK,16.29,11.88,22.01,Drug Overdose,2020,16,16.39,11.96,22.13
04/25/2020,Oklahoma,OK,17.10,12.51,23.04,Drug Overdose,2020,17,16.35,11.92,22.08
05/02/2020,Oklahoma,OK,16.02,11.67,21.66,Drug Overdose,2020,18,16.60,12.11,22.39
05/09/2020,Oklahoma,OK,20.65,15.29,27.47,Drug Overdose,2020,19,17.52,12.84,23.54
05/16/2020,Oklahoma,OK,20.71,15.34,27.54,Drug Overdose,2020,20,18.62,13.70,24.92
05/23/2020,Oklahoma,OK,17.52,12.83,23.55,Drug Overdose,2020,21,18.72,13.78,25.05
05/30/2020,Oklahoma,OK,15.71,11.43,21.27,Drug Overdose,2020,22,18.65,13.72,24.96
06/06/2020,Oklahoma,OK,17.92,13.15,24.06,Drug Overdose,2020,23,17.97,13.19,24.11
06/13/2020,Oklahoma,OK,17.18,12.57,23.13,Drug Overdose,2020,24,17.08,12.49,23.00
06/20/2020,Oklahoma,OK,16.04,11.68,21.69,Drug Overdose,2020,25,16.71,12.21,22.54
06/27/2020,Oklahoma,OK,15.35,11.15,20.81,Drug Overdose,2020,26,16.62,12.14,22.42
07/04/2020,Oklahoma,OK,16.44,12.00,22.20,Drug Overdose,2020,27,16.25,11.85,21.96
07/11/2020,Oklahoma,OK,18.23,13.39,24.45,Drug Overdose,2020,28,16.52,12.05,22.29
07/18/2020,Oklahoma,OK,15.94,11.60,21.56,Drug Overdose,2020,29,16.49,12.03,22.26
07/25/2020,Oklahoma,OK,19.58,14.44,26.13,Drug Overdose,2020,30,17.55,12.86,23.59
08/01/2020,Oklahoma,OK,15.35,11.15,20.82,Drug Overdose,2020,31,17.27,12.65,23.24
08/08/2020,Oklahoma,OK,17.84,13.08,23.96,Drug Overdose,2020,32,17.18,12.57,23.12
08/15/2020,Oklahoma,OK,15.76,11.47,21.34,Drug Overdose,2020,33,17.13,12.54,23.06
08/22/2020,Oklahoma,OK,14.24,10.30,19.39,Drug Overdose,2020,34,15.80,11.50,21.38
08/29/2020,Oklahoma,OK,14.92,10.82,20.27,Drug Overdose,2020,35,15.69,11.42,21.24
09/05/2020,Oklahoma,OK,15.67,11.40,21.22,Drug Overdose,2020,36,15.15,11.00,20.56
09/12/2020,Oklahoma,OK,14.31,10.35,19.48,Drug Overdose,2020,37,14.78,10.72,20.09
09/19/2020,Oklahoma,OK,11.54,,15.92,Drug Overdose,2020,38,14.11,10.20,19.22
09/26/2020,Oklahoma,OK,14.21,10.27,19.36,Drug Overdose,2020,39,13.93,10.07,19.00
10/03/2020,Oklahoma,OK,14.90,10.80,20.24,Drug Overdose,2020,40,13.74,,18.75
10/10/2020,Oklahoma,OK,17.36,12.71,23.36,Drug Overdose,2020,41,14.50,10.51,19.72
10/17/2020,Oklahoma,OK,12.42,,17.06,Drug Overdose,2020,42,14.72,10.67,20.00
10/24/2020,Oklahoma,OK,12.18,,16.74,Drug Overdose,2020,43,14.21,10.29,19.35
10/31/2020,Oklahoma,OK,13.51,,18.46,Drug Overdose,2020,44,13.87,10.02,18.91
11/07/2020,Oklahoma,OK,14.17,10.24,19.31,Drug Overdose,2020,45,13.07,,17.89
11/14/2020,Oklahoma,OK,12.72,,17.44,Drug Overdose,2020,46,13.14,,17.99
11/21/2020,Oklahoma,OK,11.72,,16.15,Drug Overdose,2020,47,13.03,,17.84
11/28/2020,Oklahoma,OK,13.41,,18.33,Drug Overdose,2020,48,13.00,,17.81
12/05/2020,Oklahoma,OK,11.19,,15.46,Drug Overdose,2020,49,12.26,,16.85
12/12/2020,Oklahoma,OK,11.89,,16.37,Drug Overdose,2020,50,12.05,,16.58
12/19/2020,Oklahoma,OK,12.20,,16.77,Drug Overdose,2020,51,12.17,,16.73
12/26/2020,Oklahoma,OK,15.79,10.59,23.56,Drug Overdose,2020,52,12.77,,18.04
01/02/2021,Oklahoma,OK,12.83,,17.59,Drug Overdose,2020,53,13.18,,18.57
01/09/2021,Oklahoma,OK,10.30,,14.30,Drug Overdose,2021,1,12.78,,18.06
01/16/2021,Oklahoma,OK,10.82,,16.06,Drug Overdose,2021,2,12.44,,17.88
01/23/2021,Oklahoma,OK,,,12.75,Drug Overdose,2021,3,10.66,,15.17
01/02/2016,Oklahoma,OK,,,,Suicide,2015,52,,,
01/09/2016,Oklahoma,OK,11.50,,14.91,Suicide,2016,1,,,
01/16/2016,Oklahoma,OK,14.56,11.26,18.73,Suicide,2016,2,,,
01/23/2016,Oklahoma,OK,13.80,10.65,17.78,Suicide,2016,3,11.17,,14.49
01/30/2016,Oklahoma,OK,14.34,11.08,18.44,Suicide,2016,4,13.55,10.45,17.46
02/06/2016,Oklahoma,OK,14.03,10.84,18.06,Suicide,2016,5,14.18,10.96,18.25
02/13/2016,Oklahoma,OK,16.27,12.63,20.84,Suicide,2016,6,14.61,11.30,18.78
02/20/2016,Oklahoma,OK,15.12,11.71,19.42,Suicide,2016,7,14.94,11.56,19.19
02/27/2016,Oklahoma,OK,13.42,10.35,17.29,Suicide,2016,8,14.71,11.38,18.90
03/05/2016,Oklahoma,OK,12.67,,16.36,Suicide,2016,9,14.37,11.11,18.48
03/12/2016,Oklahoma,OK,14.17,10.95,18.23,Suicide,2016,10,13.85,10.69,17.82
03/19/2016,Oklahoma,OK,15.71,12.18,20.14,Suicide,2016,11,13.99,10.81,18.00
03/26/2016,Oklahoma,OK,15.54,12.04,19.93,Suicide,2016,12,14.52,11.23,18.66
04/02/2016,Oklahoma,OK,14.04,10.85,18.07,Suicide,2016,13,14.87,11.50,19.09
04/09/2016,Oklahoma,OK,14.51,11.22,18.65,Suicide,2016,14,14.95,11.57,19.20
04/16/2016,Oklahoma,OK,16.35,12.69,20.94,Suicide,2016,15,15.11,11.70,19.40
04/23/2016,Oklahoma,OK,16.05,12.45,20.55,Suicide,2016,16,15.24,11.80,19.55
04/30/2016,Oklahoma,OK,14.47,11.19,18.60,Suicide,2016,17,15.34,11.89,19.68
05/07/2016,Oklahoma,OK,14.70,11.37,18.89,Suicide,2016,18,15.39,11.93,19.74
05/14/2016,Oklahoma,OK,16.47,12.79,21.08,Suicide,2016,19,15.42,11.95,19.78
05/21/2016,Oklahoma,OK,14.12,10.91,18.17,Suicide,2016,20,14.94,11.57,19.19
05/28/2016,Oklahoma,OK,14.60,11.29,18.76,Suicide,2016,21,14.97,11.59,19.23
06/04/2016,Oklahoma,OK,14.07,10.87,18.10,Suicide,2016,22,14.82,11.46,19.03
06/11/2016,Oklahoma,OK,14.56,11.26,18.71,Suicide,2016,23,14.34,11.08,18.44
06/18/2016,Oklahoma,OK,15.73,12.20,20.17,Suicide,2016,24,14.74,11.40,18.94
06/25/2016,Oklahoma,OK,13.30,10.25,17.14,Suicide,2016,25,14.41,11.14,18.53
07/02/2016,Oklahoma,OK,16.30,12.65,20.87,Suicide,2016,26,14.97,11.59,19.22
07/09/2016,Oklahoma,OK,16.43,12.75,21.02,Suicide,2016,27,15.44,11.96,19.80
07/16/2016,Oklahoma,OK,16.07,12.47,20.58,Suicide,2016,28,15.52,12.03,19.90
07/23/2016,Oklahoma,OK,16.79,13.05,21.48,Suicide,2016,29,16.40,12.73,20.99
07/30/2016,Oklahoma,OK,15.87,12.30,20.33,Suicide,2016,30,16.29,12.64,20.85
08/06/2016,Oklahoma,OK,17.32,13.47,22.12,Suicide,2016,31,16.51,12.82,21.13
08/13/2016,Oklahoma,OK,14.11,10.90,18.15,Suicide,2016,32,16.02,12.43,20.52
08/20/2016,Oklahoma,OK,15.57,12.07,19.96,Suicide,2016,33,15.71,12.18,20.14
08/27/2016,Oklahoma,OK,16.82,13.07,21.51,Suicide,2016,34,15.95,12.37,20.44
09/03/2016,Oklahoma,OK,15.96,12.38,20.45,Suicide,2016,35,15.61,12.10,20.02
09/10/2016,Oklahoma,OK,15.01,11.62,19.27,Suicide,2016,36,15.84,12.28,20.30
09/17/2016,Oklahoma,OK,17.15,13.33,21.93,Suicide,2016,37,16.24,12.60,20.79
09/24/2016,Oklahoma,OK,15.48,12.00,19.86,Suicide,2016,38,15.90,12.33,20.38
10/01/2016,Oklahoma,OK,14.48,11.20,18.62,Suicide,2016,39,15.53,12.04,19.92
10/08/2016,Oklahoma,OK,16.45,12.77,21.06,Suicide,2016,40,15.89,12.33,20.37
10/15/2016,Oklahoma,OK,14.84,11.49,19.07,Suicide,2016,41,15.32,11.86,19.65
10/22/2016,Oklahoma,OK,14.52,11.23,18.67,Suicide,2016,42,15.08,11.67,19.35
10/29/2016,Oklahoma,OK,13.67,10.55,17.61,Suicide,2016,43,14.87,11.51,19.10
11/05/2016,Oklahoma,OK,14.40,11.13,18.52,Suicide,2016,44,14.36,11.10,18.47
11/12/2016,Oklahoma,OK,12.78,,16.50,Suicide,2016,45,13.85,10.69,17.82
11/19/2016,Oklahoma,OK,16.94,13.16,21.67,Suicide,2016,46,14.45,11.17,18.57
11/26/2016,Oklahoma,OK,13.24,10.21,17.08,Suicide,2016,47,14.34,11.09,18.44
12/03/2016,Oklahoma,OK,14.33,11.08,18.44,Suicide,2016,48,14.33,11.07,18.42
12/10/2016,Oklahoma,OK,12.91,,16.66,Suicide,2016,49,14.36,11.10,18.46
12/17/2016,Oklahoma,OK,13.14,10.13,16.94,Suicide,2016,50,13.41,10.34,17.28
12/24/2016,Oklahoma,OK,13.28,10.24,17.13,Suicide,2016,51,13.42,10.35,17.29
12/31/2016,Oklahoma,OK,13.69,10.56,17.63,Suicide,2016,52,13.25,10.22,17.09
01/07/2017,Oklahoma,OK,14.08,10.87,18.11,Suicide,2017,1,13.55,10.45,17.45
01/14/2017,Oklahoma,OK,14.68,11.35,18.86,Suicide,2017,2,13.93,10.76,17.93
01/21/2017,Oklahoma,OK,13.66,10.54,17.59,Suicide,2017,3,14.02,10.83,18.05
01/28/2017,Oklahoma,OK,13.01,10.02,16.78,Suicide,2017,4,13.85,10.70,17.83
02/04/2017,Oklahoma,OK,14.13,10.91,18.18,Suicide,2017,5,13.87,10.71,17.85
02/11/2017,Oklahoma,OK,15.34,11.88,19.69,Suicide,2017,6,14.03,10.84,18.06
02/18/2017,Oklahoma,OK,14.34,11.09,18.44,Suicide,2017,7,14.20,10.98,18.27
